gene_id	gene_name	logCPM	logFC	PValue	FDR	gene_biotype	entrezid	ave_tx_len	gc_content	rankingStat	signedRank	DE
ENSG00000066382	MPPED2	2.9346590198718987	-0.4701815896274646	0.15636406277223897	0.4868737753822771	protein_coding	744	1625	44.53846153846155	-0.8058630539174453	2666	FALSE
ENSG00000278987	AL031009.1	1.5859827473660075	0.5523748732680548	0.1564666560002661	0.4869456673118402	TEC	NA	2182	45.0045829514207	0.805578199063133	13112	FALSE
ENSG00000048828	FAM120A	8.989792096554014	-0.29945838223379895	0.15651758620413156	0.4869456673118402	protein_coding	23196	2259.8333333333335	49.60542812891804	-0.8054368583583076	2667	FALSE
ENSG00000123080	CDKN2C	2.275069236338724	-0.33888856217201185	0.1565287246672196	0.4869456673118402	protein_coding	1031	1991.6666666666667	54.995815899581586	-0.8054059531989745	2668	FALSE
ENSG00000215045	GRID2IP	0.7684252421714282	0.41030702732063307	0.1565441399595522	0.4869456673118402	protein_coding	392862	3426.3333333333335	65.51220935888706	0.8053631850311848	13111	FALSE
ENSG00000224334	AP000357.1	1.043455592682872	0.5173605808943322	0.15654537407016333	0.4869456673118402	processed_pseudogene	NA	1165	42.0600858369099	0.8053597612983259	13110	FALSE
ENSG00000176289	IDSP1	0.548273862849796	-0.5978355680869538	0.15670836060351845	0.48732067578375055	unprocessed_pseudogene	NA	376	56.3829787234042	-0.8049078327138394	2669	FALSE
ENSG00000237550	AC243919.1	5.157946927767404	-0.30422943483840775	0.15678053475877002	0.48732067578375055	transcribed_processed_pseudogene	NA	607.5	42.96296296296295	-0.8047078585624146	2670	FALSE
ENSG00000065615	CYB5R4	3.452382783087365	0.34235561379389806	0.15684466547123538	0.48732067578375055	protein_coding	51167	3579	40.41166061283413	0.8045302477396108	13109	FALSE
ENSG00000133138	TBC1D8B	2.6879389439159294	0.41028907545251336	0.1568486301950842	0.48732067578375055	protein_coding	54885	2522.5714285714284	38.39053120398686	0.8045192697702778	13108	FALSE
ENSG00000163293	NIPAL1	1.9652999809427074	-0.8855607455076687	0.1568980797825098	0.48732067578375055	protein_coding	152519	1444.6666666666667	43.181818181818194	-0.8043823715498586	2671	FALSE
ENSG00000125089	SH3TC1	4.662205995993647	-0.30274303975470596	0.15690426090773846	0.48732067578375055	protein_coding	54436	1451.64	63.39312777272603	-0.8043652625087137	2672	FALSE
ENSG00000173715	C11orf80	4.8300580286114565	0.3667440107005496	0.15691524514048452	0.48732067578375055	protein_coding	79703	1116.2105263157894	51.362693323274236	0.8043348603725841	13107	FALSE
ENSG00000184481	FOXO4	4.773899117182961	-0.350686105154377	0.15691928441048114	0.48732067578375055	protein_coding	4303	1490	57.65100671140942	-0.8043236810248363	2673	FALSE
ENSG00000189046	ALKBH2	1.6465904598540622	-0.4318199996621187	0.156952079697214	0.4873241732003086	protein_coding	121642	900.25	53.36017772840878	-0.8042329252965918	2674	FALSE
ENSG00000219747	AL133260.1	1.2737806592772387	-0.4539986713191952	0.15698942616102307	0.48734179741089834	processed_pseudogene	NA	405	51.1111111111111	-0.804129598002018	2675	FALSE
ENSG00000122870	BICC1	3.1042707423486258	0.515434489089147	0.15705252742648457	0.4874393489388351	protein_coding	80114	2772.3333333333335	43.83792232776244	0.8039550701630029	13106	FALSE
ENSG00000133961	NUMB	5.600989571072995	0.3082086701306377	0.15723184213983837	0.4878974766783289	protein_coding	8650	1943.5	46.20162446249404	0.803459497321813	13105	FALSE
ENSG00000123213	NLN	5.729316101363226	-0.29836228984356716	0.15738545639577156	0.4882756860923655	protein_coding	57486	2709.4	41.46674540488668	-0.8030354022113063	2676	FALSE
ENSG00000235687	LINC00993	5.5490164846662164	-0.5630261971407985	0.15766240886019642	0.48903631274757153	transcribed_unprocessed_pseudogene	NA	502.5	42.58706467661691	-0.8022718423126561	2677	FALSE
ENSG00000061938	TNK2	6.821539029048146	-0.3123699593217349	0.15777111617286918	0.4892748761926866	protein_coding	10188	2169.866666666667	65.4387366351235	-0.8019725019815964	2678	FALSE
ENSG00000118762	PKD2	4.3973160632376	-0.363255044889444	0.15786073312976062	0.4893091176566408	protein_coding	5311	1741.4285714285713	45.43888433141919	-0.8017258845949495	2679	FALSE
ENSG00000139926	FRMD6	3.469114210173789	-0.40358065369216256	0.15786319523392228	0.4893091176566408	protein_coding	122786	1796.7777777777778	42.68134314513636	-0.8017191110934487	2680	FALSE
ENSG00000114904	NEK4	4.20956326302658	-0.33240217575739667	0.15790214003399358	0.4893091176566408	protein_coding	6787	2132.1428571428573	47.24958123953099	-0.8016119839964151	2681	FALSE
ENSG00000115170	ACVR1	4.521368413944594	0.32152175024620727	0.15790935003138018	0.4893091176566408	protein_coding	90	2082.5833333333335	46.840862710575806	0.8015921540524227	13104	FALSE
ENSG00000075188	NUP37	2.533228890132971	-0.3435429962191719	0.15797531914361343	0.4894149810714563	protein_coding	79023	963.4444444444445	39.741667627724595	-0.8014107585962247	2682	FALSE
ENSG00000163864	NMNAT3	0.5143325998528464	-0.4460021814048168	0.15803652436508048	0.4895060460808894	protein_coding	349565	1745	49.638422704325265	-0.8012425301527332	2683	FALSE
ENSG00000001084	GCLC	5.321537926380173	0.304622230186529	0.15818638467076776	0.489871621516155	protein_coding	2729	1723.642857142857	43.81086569143425	0.8008308995793059	13103	FALSE
ENSG00000214837	LINC01347	0.9208924013638561	-0.4382112238957895	0.15823249929661468	0.48991583484432727	transcribed_unprocessed_pseudogene	731275	2098	51.85891325071498	-0.8007043121428606	2684	FALSE
ENSG00000042317	SPATA7	1.803171775083072	-0.3487924986429193	0.15826663339331523	0.48992294400650466	protein_coding	55812	1119.5	43.785780989889965	-0.8006106357414545	2685	FALSE
ENSG00000165660	ABRAXAS2	4.207130112631075	0.30923641175312416	0.15835615468154568	0.4901014698792488	protein_coding	23172	2955	40.2030456852792	0.8003650526438908	13102	FALSE
ENSG00000189007	ADAT2	1.42449026778365	-0.6070950910814074	0.15842530536545596	0.4901335515703113	protein_coding	134637	4473	39.13108279305464	-0.8001754470974385	2686	FALSE
ENSG00000153071	DAB2	6.469191539469051	0.40425748133734596	0.15843022390893738	0.4901335515703113	protein_coding	1601;112267931	1319.5294117647059	44.561340941512135	0.8001619640043831	13101	FALSE
ENSG00000256340	ABCC6P1	0.53791621773093	0.5781201252167226	0.15862110613032865	0.49062544344391906	transcribed_unprocessed_pseudogene	NA	1371.75	50.756333151084384	0.7996390259334434	13100	FALSE
ENSG00000139178	C1RL	4.0231051458615354	-0.3122566052864509	0.15865716908491495	0.49063836774089054	protein_coding	51279	905.6666666666666	55.99006256900996	-0.7995402990840568	2687	FALSE
ENSG00000224773	HSPA8P7	2.402382236271565	0.43788523986151323	0.1587884769319532	0.4909457671345983	processed_pseudogene	NA	1948	43.8911704312115	0.7991810169369101	13099	FALSE
ENSG00000043462	LCP2	1.530597683912134	0.5930492638432634	0.15899832130336056	0.4914958152302355	protein_coding	3937	1364.6666666666667	45.26135808500246	0.7986074609156235	13098	FALSE
ENSG00000263069	RNF213-AS1	3.6906264158600117	-0.602564642737109	0.15930534526794232	0.49234598372827804	lncRNA	100294362	1901.4	53.67623856106026	-0.797769651810763	2688	FALSE
ENSG00000169554	ZEB2	6.132981786770765	0.5514895288702468	0.15943548823747336	0.49262783737077964	protein_coding	9839	3518.326530612245	41.42043411176464	0.7974150039544146	13097	FALSE
ENSG00000172197	MBOAT1	6.502837583124379	-0.4390225194021273	0.15947527996361574	0.49262783737077964	protein_coding	154141	4325	45.3410404624277	-0.7973066267599022	2689	FALSE
ENSG00000109736	MFSD10	5.198867175276404	-0.3263637634343181	0.15949258420725398	0.49262783737077964	protein_coding	10227	1417.8181818181818	65.50397537830212	-0.7972595051631701	2690	FALSE
ENSG00000145604	SKP2	2.778598340557513	-0.4687675939941369	0.1596592711345482	0.49304372149677456	protein_coding	6502	1636.888888888889	45.53353244637524	-0.7968058576715459	2691	FALSE
ENSG00000119328	ABITRAM	5.4305948948033365	0.2980605365301173	0.15978329687366422	0.49317299744883347	protein_coding	54942	837.5	42.53731343283584	0.7964686221105219	13096	FALSE
ENSG00000100711	ZFYVE21	4.320725151067801	-0.30445355238104116	0.1598219758777241	0.49317299744883347	protein_coding	79038	1316.3333333333333	56.3307166371233	-0.7963635044573235	2692	FALSE
ENSG00000181381	DDX60L	3.948327097012087	0.4524442841119204	0.15982264708804456	0.49317299744883347	protein_coding	91351	2062.1875	38.93923321715408	0.7963616805383996	13095	FALSE
ENSG00000164221	CCDC112	3.715463668596056	-0.31452599385147806	0.15982933053530884	0.49317299744883347	protein_coding	153733	1542.857142857143	37.30555555555554	-0.7963435196354766	2693	FALSE
ENSG00000110013	SIAE	2.827005278563011	0.5242873886652945	0.15993621111903508	0.4934038525861491	protein_coding	54414	2291.8333333333335	43.44411315540685	0.7960531966117801	13094	FALSE
ENSG00000137841	PLCB2	1.1607515529293915	-0.5910510789254892	0.16000306572497383	0.49351115962635744	protein_coding	5330	1752.1333333333334	57.59835628947569	-0.7958716960023019	2694	FALSE
ENSG00000103599	IQCH	0.8748050448505106	-0.5566360805632797	0.16006120835899268	0.49359155796155896	protein_coding	64799	1627.642857142857	41.479791108965635	-0.7957139087861701	2695	FALSE
ENSG00000168679	SLC16A4	4.670755127284826	-0.3330964687956549	0.16014839201509068	0.4937614618970578	protein_coding	9122	1885.4	40.861355680492196	-0.795477417552635	2696	FALSE
ENSG00000267040	AC027097.1	0.4026744840502109	-0.8395847407761304	0.1603664064884707	0.4941867966607542	lncRNA	100505549	1123	43.9299495399228	-0.7948866024151848	2697	FALSE
ENSG00000163520	FBLN2	7.356331048986134	0.8085471235491568	0.16036716718138372	0.4941867966607542	protein_coding	2199	2105.8571428571427	61.39339257852249	0.7948845423581052	13093	FALSE
ENSG00000021300	PLEKHB1	6.253571002460805	-0.5090778515085452	0.16038269187183563	0.4941867966607542	protein_coding	58473	941.0454545454545	58.38767328406511	-0.794842501576409	2698	FALSE
ENSG00000087008	ACOX3	4.645757956880688	0.3573303402001647	0.16046124807379883	0.4942389834285128	protein_coding	8310	1505.5	55.67917635337096	0.7946298341610953	13092	FALSE
ENSG00000250982	GAPDHP35	1.8712447512713428	0.5102457390180591	0.16046931232705025	0.4942389834285128	processed_pseudogene	NA	976	54.5081967213115	0.7946080085008396	13091	FALSE
ENSG00000180902	D2HGDH	4.152514320110272	0.34488810081054266	0.16049598389604097	0.4942389834285128	protein_coding	728294	1436.3125	65.0929028327749	0.7945358305090172	13090	FALSE
ENSG00000139725	RHOF	1.3209731905705302	0.69011633632842	0.1607269900866191	0.4947607041316947	protein_coding	54509	1280	59.598214285714285	0.7939111881934026	13089	FALSE
ENSG00000273314	AC005229.4	0.5313259210161054	-0.5728819537408039	0.1607297088610828	0.4947607041316947	lncRNA	NA	2198	48.0891719745223	-0.7939038419551626	2699	FALSE
ENSG00000227339	THRAP3P1	0.894551526781318	0.6264597510731243	0.16087207651611993	0.4950999026860107	processed_pseudogene	NA	2786	49.102656137832	0.7935193323296921	13088	FALSE
ENSG00000170092	SPDYE5	0.6250512805546917	-0.645481939170672	0.1612073697236683	0.4960325945426531	protein_coding	442590	1858.6666666666667	50.73529411764707	-0.792615107957966	2700	FALSE
ENSG00000068654	POLR1A	6.648733073330053	-0.2977396700540494	0.16133507918919776	0.4962952519908612	protein_coding	25885	2398.3	52.26201893007547	-0.7922711934174049	2701	FALSE
ENSG00000169972	PUSL1	3.1891302085562083	0.31966294444487775	0.16135723587927467	0.4962952519908612	protein_coding	126789	1125.2	66.31709918236756	0.7922115543878809	13087	FALSE
ENSG00000233830	EIF4HP1	3.8267864004297465	-0.3006580546314892	0.16149335708788767	0.4965378776160755	processed_pseudogene	NA	687	53.566229985444004	-0.7918453373539874	2702	FALSE
ENSG00000082781	ITGB5	8.292615300550828	-0.3126904532721772	0.16150065489137366	0.4965378776160755	protein_coding	3693	1119.5384615384614	54.69973890339424	-0.7918257122484624	2703	FALSE
ENSG00000261221	ZNF865	3.7138006550992904	-0.3196626494568875	0.16153325050126502	0.4965388850805965	protein_coding	100507290	2052	71.00389863547754	-0.7917380676184603	2704	FALSE
ENSG00000132005	RFX1	3.938075683642787	-0.3014319472343105	0.16159047344256125	0.4965898665171769	protein_coding	5989	1350.2857142857142	65.17139229792636	-0.7915842466139256	2705	FALSE
ENSG00000182247	UBE2E2	3.0667532570989033	0.3589203179359252	0.16161437818547061	0.4965898665171769	protein_coding	7325	1012.2857142857143	45.34292972057579	0.7915200043978605	13086	FALSE
ENSG00000219773	RPSAP45	2.2265834969036393	-0.38436618418099333	0.1616576734362485	0.4966237330479122	processed_pseudogene	NA	874	51.487414187643	-0.7914036758224482	2706	FALSE
ENSG00000083812	ZNF324	3.631545465462369	0.32380474243968665	0.16175530552188125	0.4968244793155107	protein_coding	25799	3510.75	59.01872819198177	0.7911414657066289	13085	FALSE
ENSG00000161999	JMJD8	6.187927444486312	0.30825822351615556	0.16189032148903357	0.4971399455344738	protein_coding	339123	1175.5333333333333	64.12975670617591	0.7907791144927646	13084	FALSE
ENSG00000174807	CD248	4.071248558993903	0.49614866660904855	0.16197717205139567	0.49730740692874636	protein_coding	57124	2551	65.3861230889847	0.7905461876221122	13083	FALSE
ENSG00000151576	QTRT2	4.748924329731486	-0.33592500485027854	0.16207646235229234	0.4974674477359149	protein_coding	79691	1241.625	43.95952884324977	-0.7902800512387649	2707	FALSE
ENSG00000166831	RBPMS2	3.010801562071837	-0.4891591081365961	0.1620939552214633	0.4974674477359149	protein_coding	348093	1881.5	55.726813712463446	-0.7902331804809836	2708	FALSE
ENSG00000119703	ZC2HC1C	1.682644330240413	0.3885509495619926	0.1621639319579205	0.49758296808942787	protein_coding	79696	2212.4	48.71331284276501	0.7900457339319352	13082	FALSE
ENSG00000132953	XPO4	5.276409143976414	0.3006514415221297	0.16237949667015336	0.49814507471298247	protein_coding	64328	5271.5	38.46153846153844	0.7894688091167947	13081	FALSE
ENSG00000243978	RTL9	1.3036271252999136	-0.4889262297530388	0.162413490219949	0.49815004733995916	protein_coding	57529	3727.6666666666665	50.12071894840384	-0.7893779006812905	2709	FALSE
ENSG00000135363	LMO2	3.0917998057388028	0.5124251912893946	0.16244995381479943	0.49816259252732836	protein_coding	4005	1349.3333333333333	56.07707509881422	0.7892804077907165	13080	FALSE
ENSG00000075420	FNDC3B	6.352072984003325	0.3680862332367769	0.16258732045208535	0.4984844963372563	protein_coding	64778	2486.75	43.661405448879066	0.7889133263459365	13079	FALSE
ENSG00000175471	MCTP1	1.6055400331604766	0.4050051132071821	0.16267231519189163	0.49858877224082515	protein_coding	79772	1748.4444444444443	40.661540416878495	0.788686352302534	13078	FALSE
ENSG00000134516	DOCK2	3.993076714404778	0.42390578985943056	0.16268613370296225	0.49858877224082515	protein_coding	1794	1822.7222222222222	49.593099454417995	0.7886494618936322	13077	FALSE
ENSG00000088726	TMEM40	2.9925791100605394	0.3642550113571082	0.1627638451245761	0.4987276082789679	protein_coding	55287	1100.375	51.721004203112585	0.7884420589474053	13076	FALSE
ENSG00000147586	MRPS28	1.9248737636914777	-0.3836551627867332	0.162870880698758	0.49895622380897625	protein_coding	28957	554	44.58483754512634	-0.7881565552389715	2710	FALSE
ENSG00000172840	PDP2	4.407147836595091	0.32093325754580226	0.16295674952357792	0.49909209990668324	protein_coding	57546	1380.888888888889	47.43321532024459	0.7879276467352654	13075	FALSE
ENSG00000271601	LIX1L	1.4616946530736648	0.5484685062662096	0.16298010150968828	0.49909209990668324	protein_coding	128077	3991	47.3816086193936	0.7878654160381569	13074	FALSE
ENSG00000115204	MPV17	5.325059553205604	-0.2966595773700014	0.16306865285948596	0.49913300980917313	protein_coding	4358	854.2608695652174	53.88334690553746	-0.7876295165721265	2711	FALSE
ENSG00000277938	AL035252.3	0.6411628690216687	0.7040587187960533	0.1630701547100376	0.49913300980917313	lncRNA	NA	2784	49.5689655172414	0.7876255167696371	13073	FALSE
ENSG00000228288	PCAT6	1.4657853965298382	0.40647196583069417	0.16309077029636876	0.49913300980917313	lncRNA	100506696	671.75	61.816151842203176	0.7875706160460352	13072	FALSE
ENSG00000163430	FSTL1	6.198662978903435	0.5159385898658373	0.16325239494108273	0.4995283064930167	protein_coding	11167	1246.8	46.639396855951205	0.7871404388304236	13071	FALSE
ENSG00000130751	NPAS1	0.599067165311417	0.49085561034804237	0.16333188305786533	0.4996247246726347	protein_coding	4861	1220.5	67.88201556739041	0.7869290309121444	13070	FALSE
ENSG00000164129	NPY5R	1.1348727930463984	-0.4519637486567455	0.16338639897483143	0.4996247246726347	protein_coding	4889	2163.6666666666665	39.47003543367741	-0.7867840989420893	2712	FALSE
ENSG00000269737	AL691432.1	1.5804855784514802	-0.6472510067536557	0.16338671915269512	0.4996247246726347	transcribed_processed_pseudogene	NA	962	51.091476091476125	-0.7867832478838369	2713	FALSE
ENSG00000168765	GSTM4	3.8076978930139522	0.307261398699908	0.16341377952153432	0.4996247246726347	protein_coding	2948	1133.5384615384614	54.10559174809988	0.7867113252953484	13069	FALSE
ENSG00000181444	ZNF467	6.174613817677582	0.29733245951306636	0.16351170743675073	0.4998097656382573	protein_coding	168544	1878	64.88285410010653	0.7864511464095083	13068	FALSE
ENSG00000178074	C2orf69	4.514343507661792	-0.32540394905485687	0.16354351448052487	0.4998097656382573	protein_coding	205327	2362.5	44.44444444444444	-0.7863666736800449	2714	FALSE
ENSG00000184208	C22orf46	2.616177392463272	-0.3340326694772758	0.163571742900589	0.4998097656382573	transcribed_unitary_pseudogene	79640	4395.5	53.095969362605686	-0.7862917187715195	2715	FALSE
ENSG00000234432	AC092171.3	0.42468026661452724	0.4327102896291109	0.1636684797735823	0.5000060684446862	lncRNA	100129484	2651	64.6925688419464	0.7860349514889524	13067	FALSE
ENSG00000204257	HLA-DMA	1.5304878400877768	0.621492102278234	0.1637065883208896	0.5000232197462979	protein_coding	3108	949	52.48799906334154	0.785933842189579	13066	FALSE
ENSG00000119599	DCAF4	3.55855797644669	0.3109467623047524	0.16390989333218792	0.5005448379828751	protein_coding	26094	1326.8	52.29625163300171	0.785394832336116	13065	FALSE
ENSG00000139675	HNRNPA1L2	2.9119258989992205	-0.31817692439824086	0.16414568576589048	0.5011654390010958	protein_coding	144983	1372	45.0437317784257	-0.7847705273281208	2716	FALSE
ENSG00000065183	WDR3	5.405963573334885	-0.29042889764095375	0.16422461785141065	0.5012896836321765	protein_coding	10885	3112.75	41.241667335956926	-0.7845617400567437	2717	FALSE
ENSG00000185404	SP140L	4.113586434978679	0.6019908824647714	0.1642515326795837	0.5012896836321765	protein_coding	93349	1638.9	46.94612239917018	0.78449056921914	13064	FALSE
ENSG00000149557	FEZ1	0.4044749938630056	-0.6822276749665122	0.16432375572762717	0.5014106589602869	protein_coding	9638;105369550	1254.5882352941176	51.67854463615903	-0.7842996475470403	2718	FALSE
ENSG00000227500	SCAMP4	7.144873650088694	0.29046145150109937	0.16438105385388735	0.5014860540649521	protein_coding	113178	1268.7692307692307	61.21013701952224	0.7841482395993323	13063	FALSE
ENSG00000179456	ZBTB18	2.1676233042408826	0.5719327208699853	0.16444227502391265	0.5015733851472681	protein_coding	10472	3795.5	43.050981425372164	0.783986523478304	13062	FALSE
ENSG00000124596	OARD1	4.151169280018243	-0.3106301283378661	0.16449928451356732	0.5016478379101812	protein_coding	221443	1209.3125	44.72582562406325	-0.7838359866652856	2719	FALSE
ENSG00000159111	MRPL10	6.022433927285515	-0.2929930220165672	0.16463265012914327	0.5019544802005887	protein_coding	124995	1242	54.922935357717996	-0.783484030820265	2720	FALSE
ENSG00000205581	HMGN1	6.639902454032151	-0.3059163948614865	0.16468500634964747	0.5019544802005887	protein_coding	3150	1130.5238095238096	43.83555873804809	-0.7833459391182106	2721	FALSE
ENSG00000213352	GAPDHP44	2.8066496790892193	0.4910522615690252	0.16469769759116015	0.5019544802005887	processed_pseudogene	NA	1007	50.7447864945382	0.783312472053339	13061	FALSE
ENSG00000156869	FRRS1	2.8032939706709623	0.4391383054362689	0.16478879721472756	0.5021326755525203	protein_coding	391059	2321.8	41.045740373847856	0.7830723161413324	13060	FALSE
ENSG00000198346	ZNF813	1.9338892779594095	-0.3803230873197821	0.16486613123007487	0.5021506255659466	protein_coding	126017	2415.6666666666665	41.23085414654343	-0.782868553152541	2722	FALSE
ENSG00000234737	KRT18P15	4.234852206758039	0.45194346668718005	0.16486645129759375	0.5021506255659466	processed_pseudogene	NA	1291	56.6227730441518	0.7828677100235046	13059	FALSE
ENSG00000172717	FAM71D	0.949671227622259	-0.5505292310817114	0.1648925858451214	0.5021506255659466	protein_coding	161142	1130.8181818181818	44.51322453573438	-0.7827988713351072	2723	FALSE
ENSG00000269304	FKBP1AP1	0.970042821095802	-0.5301187811663745	0.16493701433774277	0.5021865406864238	processed_pseudogene	NA	318	54.4025157232704	-0.7826818712278352	2724	FALSE
ENSG00000133665	DYDC2	1.279953478124616	-0.6478657673924637	0.16500340960282697	0.5022818162669151	protein_coding	84332	1601.4285714285713	45.41480820695807	-0.7825070815049184	2725	FALSE
ENSG00000163513	TGFBR2	5.852934464391369	0.5116447284054481	0.16503397059716782	0.5022818162669151	protein_coding	7048	3203.6666666666665	45.17219852252626	0.7824266513958587	13058	FALSE
ENSG00000064205	CCN5	3.4358917523700114	-0.45977924758580285	0.16506622984545033	0.5022818162669151	protein_coding	8839	1701.5	58.76187677539425	-0.7823417679965439	2726	FALSE
ENSG00000196954	CASP4	4.31538992118367	0.3502453336414993	0.1652324021225339	0.5026880592846089	protein_coding	837	1129.7692307692307	41.85333968815959	0.7819047833887578	13057	FALSE
ENSG00000124299	PEPD	4.374040704934698	0.3314737813538611	0.16531470666346276	0.5028143879941522	protein_coding	5184	1165.9285714285713	57.50168473932487	0.7816885091709559	13056	FALSE
ENSG00000183208	GDPGP1	1.473426014278713	-0.41897334771706163	0.16533927757021122	0.5028143879941522	protein_coding	390637	1684	53.07600950118768	-0.7816239643008217	2727	FALSE
ENSG00000115271	GCA	2.463556017835165	-0.3230109070392738	0.1654061920827434	0.5029184911616786	protein_coding	25801	1199.1	38.8207822533567	-0.7814482363975555	2728	FALSE
ENSG00000132423	COQ3	1.7154491395400873	-0.4120474477543161	0.16556297437709325	0.5032957427330523	protein_coding	51805	885.6666666666666	43.432442604441086	-0.7810367800004678	2729	FALSE
ENSG00000158234	FAIM	2.3821739680305964	-0.33722928210130443	0.16563102855332995	0.5034031734897573	protein_coding	55179	1119.4444444444443	43.28535980148883	-0.7808583012033607	2730	FALSE
ENSG00000178691	SUZ12	4.917568389924747	-0.29819611742270796	0.16581485921931743	0.5038623723670728	protein_coding	23512	2933.5	38.16260439747743	-0.7803765534733416	2731	FALSE
ENSG00000260290	AC092115.1	4.461271655780469	-0.29377530153315917	0.16586046727483725	0.503901455167857	processed_pseudogene	NA	1402	50.4992867332382	-0.78025711542423	2732	FALSE
ENSG00000236973	GAPDHP51	1.675031369899655	0.47596428953390246	0.16592939620909616	0.5040113598234449	processed_pseudogene	NA	1000	50.2	0.7800766671374232	13055	FALSE
ENSG00000160932	LY6E	8.623169761824578	-0.3705063855610923	0.1659898257380248	0.5040560083883485	protein_coding	4061	909.5333333333333	62.94803195778055	-0.779918531003615	2733	FALSE
ENSG00000253982	AC100810.1	1.7861840997792213	-0.4430041634810038	0.1660096081694925	0.5040560083883485	lncRNA	NA	1307.2	48.821909424724595	-0.7798667754886485	2734	FALSE
ENSG00000271533	Z83843.1	3.4086466864490363	0.5425557207083094	0.1663015853538274	0.5047520356632884	lncRNA	NA	3685	32.0217096336499	0.7791036106293243	13054	FALSE
ENSG00000152767	FARP1	6.76447021406919	0.32431846377530504	0.1663044463746343	0.5047520356632884	protein_coding	10160	1556.1190476190477	48.42021512615326	0.7790961391740256	13053	FALSE
ENSG00000275888	AC132872.3	0.8064687161441345	-0.4693717868087847	0.166385178414765	0.504864222574461	lncRNA	NA	629	61.367249602543694	-0.7788853632578727	2735	FALSE
ENSG00000177084	POLE	6.9445509942807595	-0.2903734396128118	0.1664070273523308	0.504864222574461	protein_coding	5426	2527.3478260869565	55.770785666362755	-0.7788283374449513	2736	FALSE
ENSG00000185880	TRIM69	4.181514048510537	-0.3048147745976418	0.16648042030507007	0.5048988167041574	protein_coding	140691	1665.0833333333333	46.23892698063158	-0.7786368363527592	2737	FALSE
ENSG00000265735	RN7SL5P	5.64878350260876	-0.8203365376250974	0.1664840522457041	0.5048988167041574	misc_RNA	NA	321	57.6323987538941	-0.7786273618778163	2738	FALSE
ENSG00000197498	RPF2	3.901588652312989	-0.33299402164348485	0.16656992473711335	0.5050560840871091	protein_coding	84154	2267.75	40.43655605776649	-0.7784034104911337	2739	FALSE
ENSG00000277476	AC005332.5	2.240598510416167	-0.3549871577949279	0.1666015520422515	0.5050560840871091	lncRNA	NA	2735	59.7440585009141	-0.7783209570694123	2740	FALSE
ENSG00000141837	CACNA1A	2.0579979152423005	0.5065321300568546	0.16668071096972112	0.5051965295257177	protein_coding	773	3445.866666666667	56.45072357220245	0.7781146557455482	13052	FALSE
ENSG00000197077	KIAA1671	7.109741380435437	0.29493601714860673	0.16677483235312174	0.5052045001802604	protein_coding	85379	6334.166666666667	51.94316537297723	0.7778694872405162	13051	FALSE
ENSG00000070366	SMG6	5.551883659122929	-0.2921673591772709	0.16677931086138634	0.5052045001802604	protein_coding	23293	1442.45	55.85982183091269	-0.777857825017359	2741	FALSE
ENSG00000140284	SLC27A2	3.4024450611320027	-0.650353209570133	0.16678183395605164	0.5052045001802604	protein_coding	11001	1735.75	45.98876566325793	-0.7778512549110531	2742	FALSE
ENSG00000243388	RPL3P3	3.887902399780813	0.5153435179828305	0.16691483335685436	0.5055078637463639	processed_pseudogene	NA	1213	52.2671063478978	0.7775050668032204	13050	FALSE
ENSG00000260314	MRC1	4.869946522192941	0.5097791464304232	0.16694863653713896	0.5055107475469292	protein_coding	4360	5188	42.5983037779491	0.7774171234608523	13049	FALSE
ENSG00000182168	UNC5C	1.4802761855398476	0.5522768374430773	0.1670177838300445	0.5056206290727375	protein_coding	8633	5080.8	45.28814359943316	0.7772372832952241	13048	FALSE
ENSG00000214174	AMZ2P1	3.3642600235370677	-0.33795329436457916	0.16710116544315565	0.505773551109221	transcribed_unprocessed_pseudogene	201283	2178	44.12304866850323	-0.777020521119377	2743	FALSE
ENSG00000255642	PABPC1P4	2.607965512548753	0.42205226786337163	0.1671426109117452	0.5057995077109017	processed_pseudogene	NA	1875	46.3466666666667	0.7769128180614658	13047	FALSE
ENSG00000125885	MCM8	3.6171919818047926	-0.32703291359582626	0.16731600703607247	0.5062246787792141	protein_coding	84515	4421.2	41.91169818148919	-0.7764625083209808	2744	FALSE
ENSG00000227191	TRGC2	0.07481728985428664	1.0078112336009524	0.16735266258981057	0.5062360471657176	TR_C_gene	NA	1013	41.7571569595262	0.7763673736028072	13046	FALSE
ENSG00000232176	AL161909.1	2.773871124540738	0.4409648923688658	0.16741977100078748	0.5062812880754711	processed_pseudogene	NA	712	44.5224719101124	0.7761932564411618	13045	FALSE
ENSG00000079819	EPB41L2	5.324035010623724	-0.34262073943937604	0.16743342052352955	0.5062812880754711	protein_coding	2037	2105.818181818182	44.27128302538422	-0.7761578504031676	2745	FALSE
ENSG00000196547	MAN2A2	6.458066347636432	0.2968588296598855	0.16762461073443083	0.5067354397611551	protein_coding	4122	1479.9	57.15476270919206	0.7756622176777643	13044	FALSE
ENSG00000256843	AC023157.1	1.100982977048301	-0.46952253712768693	0.16764947516402656	0.5067354397611551	processed_pseudogene	NA	141	42.5531914893617	-0.775597801815978	2746	FALSE
ENSG00000230316	FEZF1-AS1	2.611954713583616	-0.36842298415354957	0.16779046388025992	0.5069530467781725	lncRNA	154860	1246.5	52.98836742880065	-0.7752327252824507	2747	FALSE
